name,price,style,switches,backlit,tenkeyless,connection_type,color
Keychron K1 V5,,Standard,Keychron Optical Red Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Blue Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Brown Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Banana Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Mint Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Blue Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Brown Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Banana Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Mint Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,,Standard,Keychron Optical Blue Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,,Standard,Gateron Low-Profile Red,White,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Razer Ornata V3,,Gaming,,RGB,false,Wired,Black
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Keychron K7,,Slim,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Mint Low Profile (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Banana Low Profile (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Banana Low Profile (Hot-Swappable),White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Brown Low Profile (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Brown Low Profile (Hot-Swappable),White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Blue Low Profile (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Blue Low Profile (Hot-Swappable),White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Red Low Profile (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Red Low Profile (Hot-Swappable),White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Brown (Hot-Swappable),White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Blue (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Blue (Hot-Swappable),White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Red (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Red (Hot-Swappable),White,true,"Wired, Bluetooth Wireless",Black / Gray
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Gray / Black
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Gray / Black
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Gray / Black
Cooler Master CK550 V2,,Gaming,TTC Brown,RGB,false,Wired,Black
Asus ROG Strix Scope,,Gaming,ROG NX Red,RGB,true,Wired,Black
Asus ROG Strix Scope GUNDAM EDITION,,Gaming,Cherry MX Blue RGB,RGB,true,Wired,White / Blue
Adesso AKB-150UB-TAA,,Ergonomic,,,false,Wired,Black
Adesso AKB-631UB,,Standard,,,false,Wired,Black
Adesso AKB132CB,,Standard,,,false,Wired,Black
Adesso WKB-5100CB,79.98,Standard,,,true,Wireless,Black
V7 KW550USBT,,Slim,,,false,"Wireless, Bluetooth Wireless",Black
HP 125,,Standard,,,false,Wired,Black
HP 225,,Standard,,,false,Wired,Black
HP 225,,Standard,,,false,Wired,Black
HP 950MK,124.29,Standard,,,false,"Wired, Wireless",Black
HP 950MK,,Standard,,,false,"Wired, Wireless",Black
iKBC CD87 V2,,Standard,Cherry MX Black,,true,Wired,Black
iKBC CD87 V2,,Standard,Cherry MX Brown,,true,Wired,Black
IOGEAR HVER,,Gaming,,RGB,false,Wired,Black
IOGEAR GKBSR202TAA,53.99,Standard,,,false,Wired,Black
IOGEAR GKBSR202TAAKIT,76.59,Standard,,,false,Wired,Black
Targus AKM620AMUS,34,Slim,,,true,Bluetooth Wireless,Black
Targus AKM618AMUS,,Slim,,,false,Bluetooth Wireless,Black
SteelSeries Apex 9 Mini,,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
SteelSeries Apex 9 Mini,,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
SteelSeries Apex 9 Mini,,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
SteelSeries Apex Pro Mini,,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Lenovo Preferred Pro II,,Standard,,,false,Wired,Black
SteelSeries Apex 3 (2020),,Gaming,,RGB,false,Wired,Black
Logitech K380,,Standard,,,true,Bluetooth Wireless,Purple
SolidTek KB-WKB830,,Slim,,,false,Wireless,Black
SIIG JK-US0U11-S1,,Standard,,,false,Wired,Black
Logitech MK120,,Standard,,,false,Wired,Black
Logitech MK540 Advanced,,Standard,,,false,"Wired, Wireless",Black
Logitech MK540 Advanced,,Standard,,,false,"Wired, Wireless",Black
Logitech MK540 Advanced,,Standard,,,false,"Wired, Wireless",Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",White
Rosewill NEON K91 RGB,,Gaming,Kailh Brown,RGB,false,Wired,Silver / Black
Rosewill NEON K91 RGB,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Silver / Black
Rosewill NEON K91 RGB,,Gaming,Kailh Blue,RGB,false,Wired,Silver / Black
Ducky PowerColor x Ducky One 2 SF RGB,,Gaming,Kailh Box Brown,RGB,true,Wired,Black
Ducky PowerColor x Ducky One 2 SF RGB,,Gaming,Kailh BOX White,RGB,true,Wired,Black
Ducky PowerColor x Ducky One 2 SF RGB,,Gaming,Kailh Box Brown,RGB,true,Wired,Black
Ducky PowerColor x Ducky One 2 SF RGB,,Gaming,Kailh BOX White,RGB,true,Wired,Black
Ducky PowerColor x Ducky One 2 SF RGB,,Gaming,Kailh Box Brown,RGB,true,Wired,Black
Ducky PowerColor x Ducky One 2 SF RGB,,Gaming,Kailh BOX White,RGB,true,Wired,Black
Microsoft Desktop for Business,,Slim,,,false,"Wired, Wireless, Bluetooth Wireless",Black
Microsoft 22B00001,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Black
Monoprice Essential,,Standard,,,false,Wired,Black
Corsair K65 PLUS,,Gaming,Corsair MLX Red Linear,RGB,true,"Wired, Wireless",Black
IQUNIX F97 Hitchhiker,,Gaming,IQUNIX Moonstone,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
IQUNIX F97 Hitchhiker,,Gaming,TTC Speed Silver,,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
IQUNIX OG80 Wormhole,,Gaming,Cherry MX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Green
IQUNIX OG80 Wormhole,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Green
IQUNIX OG80 Wormhole,,Gaming,Cherry MX Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Green
IQUNIX OG80 Dark Side,,Gaming,TTC Gold Pink,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
IQUNIX ZX75 Gravity Wave,189.99,Gaming,IQUNIX Moonstone,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Yellow
IQUNIX ZX75 Dark Side RS,189.99,Gaming,TTC Gold Pink,RGB,true,"Wired, Wireless, Bluetooth Wireless",Translucent Black
IQUNIX ZX75 Dark Side RS,189.99,Gaming,IQUNIX Moonstone Turbo,RGB,true,"Wired, Wireless, Bluetooth Wireless",Translucent Black
IQUNIX ZX75 Dark Side RS,189.99,Gaming,IQUNIX Moonstone,RGB,true,"Wired, Wireless, Bluetooth Wireless",Translucent Black
IQUNIX ZX75 Dark Side,,Gaming,IQUNIX Moonstone,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
IQUNIX F97 Hitchhiker,,Gaming,Cherry MX Brown,,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
IQUNIX F97 Hitchhiker,,Gaming,Cherry MX Red,,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
IQUNIX F97 Hitchhiker,,Gaming,Cherry MX Blue,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
IQUNIX OG80 Wormhole,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Green
IQUNIX OG80 Wormhole,,Gaming,Cherry MX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Green
IQUNIX OG80 Wormhole,,Gaming,Cherry MX Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Green
IQUNIX OG80 Wormhole,,Gaming,Cherry MX Blue,,true,"Wired, Wireless, Bluetooth Wireless",White / Green
IQUNIX OG80 Dark Side,,Gaming,TTC Gold Pink,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
IQUNIX A80 Explorer,,Gaming,Cherry MX Brown,,true,"Wired, Wireless, Bluetooth Wireless",Black / Orange
IQUNIX A80 Explorer,,Gaming,Cherry MX Red,,true,"Wired, Wireless, Bluetooth Wireless",Black / Orange
IQUNIX L80 Formula,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Black
IQUNIX L80 Formula,,Gaming,Cherry MX Brown,,true,"Wired, Wireless, Bluetooth Wireless",White / Black
IQUNIX L80 Formula,,Gaming,Cherry MX Red,,true,"Wired, Wireless, Bluetooth Wireless",White / Black
IQUNIX ZX75 Gravity Wave,,Gaming,TTC Gold Pink,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Yellow
IQUNIX ZX75 Gravity Wave,,Gaming,TTC Speed Silver,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Yellow
IQUNIX ZX75 Gravity Wave,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Yellow
YEYIAN Phoenix 2000,,Gaming,,RGB,false,Wired,Black
YEYIAN Phoenix 3000,,Gaming,,RGB,false,Wired,Black
YEYIAN Akil 3500,,Standard,Outemu Blue,RGB,true,"Wired, Wired",Black
YEYIAN Asward 3000,,Gaming,Outemu Blue,RGB,false,Wired,Black
LTC NB681,,Standard,Huano Blue,RGB,true,Wired,Black
LTC NB681,,Standard,Huano Brown,RGB,true,Wired,Black
LTC NB681,,Standard,Huano Red,RGB,true,Wired,Black
ENDORFY Thock,,Gaming,Kailh Red,RGB,true,Wired,Black
ENDORFY Thock,,Gaming,Kailh Red,RGB,true,Wired,Black
ENDORFY Thock,,Gaming,Kailh Brown,RGB,true,Wired,Black
Cherry MX 10.0N,,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
Cherry MX 10.0N,,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
Keychron Q3 Pro Special Edition,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Bluetooth Wireless",Green / Yellow
Keychron Q3 Pro,,Standard,Keychron K Pro Red,RGB,true,"Wired, Bluetooth Wireless",Black / Blue
Keychron Q3 Pro,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Blue
Keychron Q3 Pro,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Bluetooth Wireless",Silver / Gray
Keychron Q3 Pro,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Bluetooth Wireless",Silver / Gray
Keychron Q3 Pro,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Bluetooth Wireless",White / Red
Keychron Q3 Pro,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Bluetooth Wireless",White / Red
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech PRO X 60,,Mini,Logitech GX Red Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech PRO X 60,,Mini,Logitech GX Red Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech PRO X 60,,Mini,Logitech GX Red Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech PRO X 60,,Mini,Logitech GX Red Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Red Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G515 LIGHTSPEED,,Gaming,GL Tactile V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G515 LIGHTSPEED,,Gaming,GL Tactile V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Silver
Logitech G515 LIGHTSPEED,,Gaming,GL Tactile V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G515 LIGHTSPEED,,Gaming,GL Tactile V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Banana,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Banana,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
